iter	Logloss
386	0.158968963
387	0.1585505506
388	0.1581866876
389	0.1577274553
390	0.1571999173
391	0.156936074
392	0.1565196249
393	0.1562655616
394	0.1560408892
395	0.1556033323
396	0.1551583861
397	0.1548595994
398	0.1544820784
399	0.154083646
400	0.153667836
401	0.1533324031
402	0.1529177436
403	0.1525701886
404	0.1518747401
405	0.1516750956
406	0.1512664326
407	0.1508162714
408	0.1503764067
409	0.1499031709
410	0.1496501786
411	0.1493638227
412	0.1488988206
413	0.1485467194
414	0.1482510153
415	0.1478115205
416	0.1475518806
417	0.1470874182
418	0.1466919757
419	0.146322258
420	0.1460237125
421	0.1456022624
422	0.1453320373
423	0.1450601221
424	0.1445632134
425	0.1443824105
426	0.1441667954
427	0.143568067
428	0.1430721328
429	0.1427160444
430	0.1426038915
431	0.1421810066
432	0.1418554141
433	0.1415761454
434	0.1413383363
435	0.1409883715
436	0.1406657578
437	0.1403431238
438	0.1401230993
439	0.1398249318
440	0.1392702426
441	0.1387720311
442	0.1384446666
443	0.1380987889
444	0.137680733
445	0.1374936917
446	0.1371640335
447	0.1364881973
448	0.1361969733
449	0.1356844243
450	0.1353238434
451	0.1348486005
452	0.1344993027
453	0.1338460174
454	0.1334174295
455	0.1330419745
456	0.1327675347
457	0.1325749211
458	0.1322191958
459	0.1318778644
460	0.131675401
461	0.1312758679
462	0.1308610028
463	0.1304411791
464	0.1302450158
465	0.1299580388
466	0.129719713
467	0.1292733607
468	0.1288304148
469	0.1283689423
470	0.1279601604
471	0.1275311246
472	0.127263556
473	0.1268600413
474	0.1265245846
475	0.1262867263
476	0.1258491752
477	0.1255831094
478	0.1251640256
479	0.124812549
480	0.1246172173
481	0.1242994263
482	0.1240809635
483	0.123891189
484	0.1235177526
485	0.1231899408
486	0.1228120872
487	0.1227495916
488	0.1224002553
489	0.1220670952
490	0.1218920536
491	0.121547394
492	0.1212616518
493	0.1208248155
494	0.1203789316
495	0.1201790073
496	0.1197809995
497	0.1193426216
498	0.1190611803
499	0.1186964864
500	0.1185479462
501	0.1182085476
502	0.1178796598
503	0.1177735257
504	0.1174679393
505	0.1170156396
506	0.1167138581
507	0.1165084269
508	0.1161911289
509	0.1158286928
510	0.115462047
511	0.1151508907
512	0.1146277085
513	0.1143947271
514	0.1141069426
515	0.1137321739
516	0.1133201093
517	0.1129620034
518	0.112643012
519	0.1122518084
520	0.1118738797
521	0.1117213372
522	0.1114547421
523	0.1110019495
524	0.1107403851
525	0.1104350955
526	0.1100570199
527	0.1097767013
528	0.1095396955
529	0.1091669146
530	0.1089170021
531	0.108764629
532	0.1084608712
533	0.1081212846
534	0.1077678895
535	0.1073204675
536	0.1069912881
537	0.1067923102
538	0.1066425245
539	0.1063690963
540	0.1060913694
541	0.1058364193
542	0.1055901475
543	0.1052663928
544	0.1050173354
545	0.1047540766
546	0.1045058282
547	0.1041707745
548	0.1038585334
549	0.103612312
550	0.1033957809
551	0.1031887005
552	0.1027889393
553	0.1025337694
554	0.1023176652
555	0.1019919005
556	0.1017548776
557	0.1014875679
558	0.1012332832
559	0.1009258554
560	0.1005739517
561	0.1002955722
562	0.1000512321
563	0.09989092633
564	0.09952429735
565	0.0992451004
566	0.09902017412
567	0.09874643135
568	0.09856395369
569	0.0982464004
570	0.09790485458
571	0.09759946653
572	0.09738427498
573	0.0971403356
574	0.09686685889
575	0.09668281541
576	0.09650682841
577	0.09605404149
578	0.0958652512
579	0.09547552626
580	0.09539125398
581	0.09518820158
582	0.09486954813
583	0.09471715419
584	0.0943722392
585	0.09411347447
586	0.09367862099
587	0.09357626072
588	0.09333842611
589	0.09307082979
590	0.09279354706
591	0.0925421837
592	0.09225838099
593	0.09205970797
594	0.09188533628
595	0.09166174502
596	0.09151225678
597	0.09118981119
598	0.0908656463
599	0.09059359255
600	0.09040786242
601	0.09010318415
602	0.08982835656
603	0.08964388212
604	0.0895281656
605	0.08937578438
606	0.08903569003
607	0.0887620179
608	0.08856468546
609	0.08837825891
610	0.08805136401
611	0.08783607517
612	0.08753956484
613	0.0875094066
614	0.08722233767
615	0.0870196978
616	0.08688462168
617	0.08672256972
618	0.08651529843
619	0.08630001623
620	0.08604658385
621	0.08576102698
622	0.08559322482
623	0.08541686082
624	0.08514286907
625	0.08480041277
626	0.0845791801
627	0.0844079232
628	0.08433078224
629	0.08404290183
630	0.08374455838
631	0.08358154766
632	0.08335684921
633	0.0830706633
634	0.08282349745
635	0.08266548258
636	0.08241553789
637	0.08228895817
638	0.08213222091
639	0.08187711233
640	0.08163945773
641	0.08156269994
642	0.08140206275
643	0.08120875269
644	0.08103694774
645	0.08093693054
646	0.08074327169
647	0.08051674603
648	0.08026614456
649	0.08001270484
650	0.07967843444
651	0.0794181242
652	0.07918089572
653	0.07913449182
654	0.07885833725
655	0.07862367086
656	0.07843020851
657	0.07811376207
658	0.07779886161
659	0.07765414745
660	0.07742876493
661	0.07716657505
662	0.07693908438
663	0.07670199324
664	0.07664984359
665	0.07640505466
666	0.07616462608
667	0.07594225609
668	0.07563829518
669	0.0755028089
670	0.07520598982
671	0.0750046207
672	0.07480292284
673	0.0746485003
674	0.07452442354
675	0.07434608586
676	0.07418494672
677	0.07394200915
678	0.07366624946
679	0.07347292693
680	0.07323363505
681	0.07301915761
682	0.07284354554
683	0.0726768934
684	0.07247711479
685	0.07226441439
686	0.07207342168
687	0.07184165388
688	0.07171544319
689	0.07156385514
690	0.07135232838
691	0.07113166116
692	0.07089206208
693	0.07071224041
694	0.07049693939
695	0.07027341447
696	0.07001946139
697	0.06982382438
698	0.06963624937
699	0.06950667681
700	0.06928455081
701	0.06912035105
702	0.06892714809
703	0.06873600452
704	0.06855045038
705	0.06830231343
706	0.06801088562
707	0.06783521718
708	0.0676416971
709	0.06743595523
710	0.06724783863
711	0.06707255532
712	0.06693905416
713	0.06678663967
714	0.06672536385
715	0.06653132811
716	0.06638835786
717	0.06611054442
718	0.06582116512
719	0.0656478378
720	0.06548906865
721	0.06520585452
722	0.06498314007
723	0.06483002374
724	0.06468967105
725	0.06448841317
726	0.06424532249
727	0.06410138502
728	0.06395500523
729	0.06382313699
730	0.06362746551
731	0.06347875939
732	0.06332561913
733	0.06316905214
734	0.06301342194
735	0.06284984296
736	0.06268454973
737	0.06250639851
738	0.06228396178
739	0.06210234447
740	0.06195978606
741	0.06167966083
742	0.06156731192
743	0.06142863456
744	0.06125530164
745	0.06105594599
746	0.06087655056
747	0.0607371464
748	0.06055283785
749	0.06037303254
750	0.06024409037
751	0.06006707656
752	0.05990551197
753	0.05971278287
754	0.05955591704
755	0.05940237211
756	0.05928866584
757	0.05923487792
758	0.05904347399
759	0.05885528393
760	0.05868628979
761	0.05847838619
762	0.0583523982
763	0.0581476466
764	0.05798703309
765	0.05790202286
766	0.05777718561
767	0.05761727109
768	0.05741660271
769	0.05720837782
770	0.05705231462
771	0.05692867593
772	0.05673593335
773	0.05660562305
774	0.05645216768
775	0.05629298478
776	0.05608807414
777	0.05597122858
778	0.05579250549
779	0.0556347708
780	0.05545138241
781	0.05530746534
782	0.05513441375
783	0.05497298709
784	0.05477106831
785	0.05460759563
786	0.05448946071
787	0.05432919291
788	0.05420097684
789	0.05409971756
790	0.05393246616
791	0.05377405044
792	0.05365771518
793	0.05353667691
794	0.05340179367
795	0.05329869222
796	0.05315200296
797	0.05303125664
798	0.05288336822
799	0.0526893167
800	0.05256296473
801	0.05243713048
802	0.05233548744
803	0.05216370064
804	0.05211389707
805	0.05197417667
806	0.05186886496
807	0.05171130517
808	0.05159417992
809	0.0514718683
810	0.05134611858
811	0.05114983348
812	0.05103430906
813	0.05093216068
814	0.05080274613
815	0.05065924078
816	0.05053012643
817	0.05037106228
818	0.05024060874
819	0.05005548955
820	0.05002886737
821	0.04991093297
822	0.04975754633
823	0.04963674613
824	0.04950360369
825	0.04937582439
826	0.04920906135
827	0.04904812081
828	0.04890590339
829	0.04881316087
830	0.04866482699
831	0.04852712651
832	0.04839645578
833	0.04826167645
834	0.04814630347
835	0.04803811562
836	0.04787856435
837	0.04777468305
838	0.04764801642
839	0.04750929276
840	0.04740100693
841	0.04729856268
842	0.04722754769
843	0.04712651753
844	0.04700264765
845	0.04687548844
846	0.04674812763
847	0.04664392915
848	0.0465235559
849	0.04643260912
850	0.04628690577
851	0.04616094752
852	0.0460599333
853	0.04588140777
854	0.04574577646
855	0.04561719631
856	0.04552868695
857	0.04542255427
858	0.04529993454
859	0.04519834625
860	0.04503749995
861	0.0449304631
862	0.04480405604
863	0.04469556996
864	0.04457084494
865	0.04450919544
866	0.04437804134
867	0.04426869696
868	0.04414493156
869	0.04412554256
870	0.04400281664
871	0.04388606521
872	0.04377159702
873	0.04361751945
874	0.04351682323
875	0.04342954063
876	0.04336080482
877	0.043266446
878	0.04320913533
879	0.04309155522
880	0.04300143272
881	0.04286311634
882	0.04277392747
883	0.04269031288
884	0.04255003797
885	0.04246917957
886	0.04237244417
887	0.04229955759
888	0.0422192448
889	0.04209943674
890	0.04205478004
891	0.04191327447
892	0.04182878514
893	0.04173213747
894	0.04163691652
895	0.0415635966
896	0.04147084504
897	0.04138555556
898	0.04130325847
899	0.04122376431
900	0.04112070476
901	0.04101731114
902	0.0409096098
903	0.04084516902
904	0.04073633455
905	0.04065049923
906	0.04054849223
907	0.04045044693
908	0.04037736073
909	0.04024664827
910	0.0401242638
911	0.04004874239
912	0.0399596401
913	0.03989200693
914	0.03982331611
915	0.03972865455
916	0.039666807
917	0.03958548756
918	0.03949119146
919	0.0394054268
920	0.03929594623
921	0.03920453595
922	0.03908066321
923	0.03895816235
924	0.03887243444
925	0.03879390183
926	0.03870108305
927	0.03861016042
928	0.03854424507
929	0.03847125138
930	0.03837568776
931	0.03828482768
932	0.03820704086
933	0.03810394968
934	0.03801321324
935	0.03791512378
936	0.03784319584
937	0.03773817692
938	0.03765963483
939	0.03757809472
940	0.03750277534
941	0.0374196159
942	0.0373824464
943	0.03727442961
944	0.03716787727
945	0.03710702107
946	0.03700195282
947	0.03692818272
948	0.03687524508
949	0.03681139684
950	0.03673507144
951	0.03667155602
952	0.03658439257
953	0.03651951105
954	0.03647186613
955	0.03639984417
956	0.03632585545
957	0.03625382343
958	0.03618625645
959	0.03611902298
960	0.0360449994
961	0.03597727853
962	0.03591677165
963	0.03583838144
964	0.03578635547
965	0.03568983423
966	0.03562252299
967	0.03552051053
968	0.03543213893
969	0.0353520729
970	0.03526580893
971	0.03519034852
972	0.03510854667
973	0.03501087201
974	0.03492307894
975	0.0348318648
976	0.03478708133
977	0.03471221837
978	0.03461441726
979	0.03454397207
980	0.03445898681
981	0.03437659564
982	0.0343064052
983	0.03426389382
984	0.03420058362
985	0.03413658054
986	0.03406705902
987	0.03402320117
988	0.03394728559
989	0.0338757245
990	0.03382704395
991	0.0337411374
992	0.03367460128
993	0.033595887
994	0.03350791778
995	0.03344027074
996	0.03336082289
997	0.03329969742
998	0.03324561537
999	0.03317764266
